Date,^GSPC,IBM,BRK-B,KO,AXP,JPM,WFC,STT,BK,CI,WMT,COST,TRV,PNC,GS,MCO,DE,ECL,MSFT,DD,PG,BLK,HD,BA,VRTX,A,DIS,INTC,JNJ,FDX,TGT
1/3/2000,1455.219971,72.6036,35.299999,11.719709,34.383446,26.053429,10.826397,25.240063,24.901276,23.584595,45.391777,31.42071,19.224304,22.800999,69.098488,8.320157,13.865579,14.573812,37.102634,29.26572,30.625511,11.114686,42.829884,25.741438,18.78125,44.603386,23.115221,27.334038,26.978193,37.847946,24.407228
1/4/2000,1399.420044,70.139145,34.080002,11.732705,33.085163,25.481777,10.290268,23.837837,24.186192,23.490625,43.693306,29.699621,18.969437,22.091642,64.746201,8.07969,13.845365,14.187104,35.849308,28.465815,30.036228,10.613274,40.571358,25.701408,17.28125,41.196171,24.469255,26.057665,25.990519,36.580845,23.348814
1/5/2000,1402.109985,72.6036,34.639999,11.836644,32.244839,25.324482,10.1865,24.267548,23.639383,23.396673,42.801613,30.207132,18.823801,22.19297,61.714302,7.935415,14.168754,14.742994,36.227283,29.389853,29.464787,10.529698,41.392651,27.302753,17,38.640766,25.484774,26.273663,26.264877,37.407223,22.819603
1/6/2000,1403.449951,71.351852,36.080002,11.849643,32.90176,25.684019,10.636159,25.285309,24.228264,24.524212,43.268681,30.813913,19.187899,23.240139,64.355003,7.935415,14.896394,15.39555,35.013741,30.217344,30.821951,10.69684,39.421577,27.582977,16.75,37.169479,24.469255,24.742018,27.087944,41.649265,21.740002
1/7/2000,1441.469971,71.038895,36.400002,12.629223,33.380791,26.155895,10.826397,26.189955,25.490156,25.595387,46.538273,32.854946,19.952496,23.273916,64.599525,8.127788,14.876184,15.39555,35.471302,30.893133,33.286285,10.613274,41.721165,28.383648,18.21875,40.266937,24.082386,25.7631,28.240223,41.869625,22.861929
1/10/2000,1457.599976,73.855423,36.259998,12.226441,33.846127,25.706484,10.480509,26.031635,24.354452,25.445042,45.689022,33.538944,19.588396,22.463205,66.01767,8.127788,15.179368,15.709741,35.729923,30.107014,33.125568,10.69684,41.515835,27.983307,18.78125,42.706173,27.757616,26.941303,27.526905,40.98819,22.417393
1/11/2000,1438.560059,74.481346,35.580002,12.642213,34.160896,25.099771,10.307562,26.551823,23.765566,24.78731,45.009636,32.347454,19.369955,22.226753,66.359978,8.223975,15.179368,15.540556,34.814793,29.817392,33.643444,10.989335,40.448177,27.462879,19.78125,42.125408,28.047764,28.178394,27.618359,40.216888,23.094788
1/12/2000,1432.25,74.794258,34.900002,12.78514,33.982994,25.257074,10.601572,26.981527,24.522707,24.824892,44.202869,32.303314,19.406353,22.950804,66.01767,8.175878,14.896394,15.250535,33.680824,30.396626,33.429146,11.448959,40.119659,27.582977,19.5625,41.273598,26.065073,28.669312,27.362282,39.886353,22.840765
1/13/2000,1449.680054,74.011902,35.200001,12.590242,34.160896,25.639076,11.189585,27.637415,25.153643,25.294699,44.245323,33.516907,19.806852,25.034138,66.115448,8.320157,14.957029,15.129685,34.317467,30.451786,32.8577,11.323611,40.817745,27.142611,19.5625,41.893097,26.935526,28.610395,27.32572,41.428898,23.369984
1/14/2000,1465.150024,74.87249,34.02,12.694191,34.927345,26.560366,11.535477,28.609926,26.331427,24.242325,43.820702,34.642216,19.806852,25.546417,66.995705,8.223975,15.563399,15.250535,35.729923,30.672459,33.429146,11.699664,40.694553,28.183477,22,42.3577,25.968353,32.380615,27.417164,41.043259,23.454651
1/18/2000,1455.140015,72.447174,34,13.512756,33.189186,25.526726,10.757221,27.682652,25.153643,23.753716,44.542549,36.18679,19.078663,25.10244,67.973763,8.0316,15.240004,14.863837,36.704742,28.755415,33.411282,12.033946,39.750084,28.824009,21.21875,44.293633,26.693733,32.086063,26.722137,38.949787,23.031284
1/19/2000,1455.900024,74.794258,34.18,13.564725,32.614368,26.650263,10.169206,27.637415,25.092817,23.283907,43.523476,36.628086,19.115076,24.760902,68.511658,8.175878,14.997458,14.670486,34.058819,28.507177,33.055309,12.201082,40.6535,30.505424,21.09375,43.364395,26.887159,31.43807,26.813576,39.004879,23.687498
1/20/2000,1445.569946,74.481346,34,13.694647,33.154957,26.627779,10.065439,27.479099,24.83935,22.832891,43.056381,35.304165,19.005846,24.043695,67.332497,8.07969,14.734699,14.622144,33.740528,27.758989,32.249512,11.699664,39.955399,29.784805,22.140625,42.202839,26.016714,30.043854,26.905035,37.462307,22.925438
1/21/2000,1441.359985,76.046043,34.220001,13.902543,33.216545,26.223309,10.134616,27.840971,24.585899,22.419456,42.419456,34.245041,18.350479,23.975389,67.136604,8.127788,14.290027,14.332125,33.02433,26.948738,29.420292,11.616104,39.421577,29.264378,24.59375,42.590023,25.339701,30.770416,26.301449,36.801197,21.951691
1/24/2000,1401.530029,76.046043,34,13.486765,33.284988,26.245789,9.927077,27.207695,24.501402,21.630171,40.338818,33.185909,18.714573,23.736324,64.051559,8.0316,14.512368,14.066257,32.228558,27.872772,29.54565,11.448959,38.107529,28.383648,24.09375,42.435146,25.774925,31.045322,24.490717,36.140102,21.507154
1/25/2000,1410.030029,74.559532,34.060001,13.694647,34.680992,26.830017,10.411328,28.202827,24.543653,21.498617,41.527748,35.083515,18.277647,24.077852,65.716492,7.839224,14.391092,13.776231,32.72591,26.934952,27.934059,11.532532,36.87558,29.264378,22.125,41.931828,29.014923,31.909332,24.947979,35.479008,22.057533
1/26/2000,1404.089966,73.073082,34.139999,13.109963,34.982094,28.200743,10.5151,29.243191,26.655836,21.874468,42.079765,35.613079,18.860209,24.692614,69.144341,7.454476,14.754911,13.993752,31.631735,26.755655,28.829384,11.657885,37.696869,29.584642,22.125,42.319012,28.337906,30.318789,24.435848,37.352131,23.073612
1/27/2000,1398.560059,71.038895,33.919998,12.369366,35.680088,29.00968,10.791807,29.944288,26.402367,21.780504,40.168983,34.553959,17.804331,25.512283,69.731987,7.55067,14.815542,13.945417,31.432795,26.272943,29.814243,11.699664,38.271782,28.864048,21.03125,42.396442,28.724781,30.829323,23.557911,35.919758,22.798439
1/28/2000,1360.160034,69.826202,33.200001,11.836644,34.65361,27.571554,10.722632,28.49683,25.515261,21.818092,37.451412,32.479828,17.476639,25.068285,68.164963,7.358294,14.471943,13.341193,31.273645,25.321318,28.739847,11.616104,36.547092,28.583817,20.859375,42.164131,28.434624,29.533323,24.728497,34.101719,21.464811
1/31/2000,1394.459961,70.2565,32.919998,11.940593,36.076988,29.00968,11.068528,29.017029,27.458466,21.573786,37.19664,34.553959,17.585867,26.229473,71.788696,7.262105,14.128335,13.607056,31.154263,25.707487,28.954735,11.699664,37.204102,28.503742,20.5,41.002575,28.096119,31.084591,25.185747,34.873001,22.311567
2/1/2000,1409.280029,68.848251,33.5,12.083515,37.007671,30.110748,11.189585,29.718134,27.627449,21.611382,39.871746,36.628086,17.076132,26.366096,71.494858,7.502571,13.825149,13.558716,32.765705,26.452246,28.507074,11.866808,40.735622,28.023354,19.796875,43.983875,27.854321,31.870075,24.819944,34.322098,22.840765
2/2/2000,1409.119995,71.038895,32.799999,11.719709,35.953812,29.616388,10.850843,29.763376,26.951534,22.175152,39.659443,38.084358,16.238708,25.512283,71.39695,7.502571,13.784728,13.172014,32.089291,25.404074,28.256365,11.992161,39.914326,28.583817,21,47.39109,28.821486,31.43807,24.98455,33.991539,23.031284
2/3/2000,1424.969971,73.307762,33.400002,11.485836,35.666393,29.908493,10.816068,30.283552,26.74032,22.494619,39.659443,38.260895,15.510518,24.863359,66.8918,7.55067,13.340055,13.437875,32.984543,25.376497,28.023586,12.033946,39.750084,27.823174,22.21875,48.165447,29.305065,32.743889,24.380981,34.817921,22.375061
2/4/2000,1424.369995,72.368958,33.099998,11.693726,35.351608,29.391672,10.729116,29.243191,25.641983,22.814098,38.25819,37.422409,15.583337,24.351067,66.353104,7.502571,13.218783,13.582882,33.919559,24.75588,27.146172,12.326431,40.160713,28.183477,23.75,47.236214,29.498497,32.920666,24.033464,34.542458,21.888189
2/7/2000,1424.23999,71.430077,33.279999,11.823656,35.570587,29.548967,10.624785,28.9718,25.853197,22.926851,37.876038,36.18679,15.510518,24.112,67.185608,7.55067,13.360264,13.510384,33.939461,24.60417,26.716421,12.368221,38.764538,26.782316,24.75,49.24955,29.401787,33.922447,23.832262,34.542458,22.248041
2/8/2000,1441.719971,74.44223,32.700001,11.888629,35.693756,30.582628,10.833457,30.464483,26.571358,22.47583,40.423744,37.466545,15.328474,24.624311,70.074776,7.646849,12.956022,13.220353,34.993835,24.617954,27.43269,12.410003,40.078594,26.261877,25.78125,48.939816,29.063286,34.19743,24.015163,34.983181,23.264126
2/9/2000,1411.709961,73.541565,31.76,11.849643,34.284065,29.796165,10.537837,29.130116,25.726473,23.152363,39.277283,37.334167,14.818737,24.077852,67.969147,7.55067,12.935815,12.785313,33.103905,23.900797,26.931303,12.284652,38.600292,25.066397,24.125,46.926472,29.159998,32.881382,23.411596,34.432278,22.75609
2/10/2000,1416.829956,74.638023,30.959999,11.784679,33.832432,29.886042,10.224833,28.63254,24.670374,23.716133,38.725262,36.804596,14.27259,23.326477,67.871132,7.406385,12.127325,12.809478,33.740528,23.376722,26.197128,11.950381,39.134129,25.548449,24.125,47.50724,28.579695,33.82423,22.826294,34.101719,22.502073
2/11/2000,1387.119995,72.288452,30.139999,11.550798,33.613445,29.706263,10.537837,28.428988,24.881607,24.016809,38.088348,36.495678,14.199774,23.01911,66.695923,7.262105,11.702865,12.567795,31.810783,23.335339,26.859694,11.992161,39.462635,25.628792,25.46875,46.69416,29.305065,33.274239,22.743328,32.724419,22.375061
2/14/2000,1389.939941,72.719193,28.48,11.251966,33.722954,28.425438,10.520451,28.49683,24.353554,24.035604,39.99913,35.833729,14.126947,22.74589,67.773224,7.598761,12.61242,12.567795,31.711321,23.349142,26.322479,12.033946,39.626873,24.584343,25.8125,47.352356,28.628057,34.531345,22.798403,32.008247,22.099865
2/15/2000,1402.050049,73.384903,30.639999,11.576785,34.845222,29.14451,10.485677,29.017029,24.966097,23.847685,39.404655,34.862869,14.163359,23.565554,67.773224,7.839224,13.077304,12.906162,31.373117,24.038702,27.43269,11.950381,39.257305,24.745033,26.40625,50.720852,28.531343,35.199211,23.404163,31.677687,21.655331
2/16/2000,1387.670044,72.523422,33.279999,11.135028,33.688736,28.582737,10.016166,28.723003,25.346281,23.697344,35.837868,33.715466,14.27259,22.950804,64.981964,7.88625,12.713481,12.664471,31.07468,23.666334,26.944733,12.368221,37.614754,23.941629,27,50.178795,28.579695,33.686745,23.440866,32.118423,20.968391
2/17/2000,1388.26001,73.149979,33.259998,10.875167,32.395393,28.178255,9.720548,28.11237,23.698757,23.904058,32.865532,31.067673,14.345401,22.814178,64.34539,8.033197,12.875178,12.640304,31.711321,23.762886,26.98501,12.284652,35.80793,24.10231,33,60.090668,28.241188,34.570633,23.257303,31.402239,20.31115
2/18/2000,1346.089966,70.487129,33.720001,10.680267,30.274019,26.874956,9.320599,26.800602,22.684931,23.152363,32.440903,31.729624,13.762855,21.857904,63.317055,7.984216,12.450725,12.011909,30.259037,23.114683,26.828337,12.368221,35.315155,23.138214,30.75,58.077309,27.467461,33.117092,22.743328,32.448978,20.01433
2/22/2000,1352.170044,69.547295,32.400002,10.758228,30.465633,27.77379,9.73794,27.72789,22.938381,22.795303,32.695683,31.067673,13.908496,21.584681,63.904663,8.082184,12.935815,12.253605,29.861153,25.183414,26.608982,12.410003,35.233021,24.986061,28.53125,56.683456,25.823284,33.549229,23.092091,31.732773,19.590288
2/23/2000,1360.689941,68.137543,32.32,10.654285,30.246651,27.818739,9.459711,26.823215,22.473701,22.550997,31.931368,31.464851,13.835671,21.379755,67.185608,8.033197,12.450725,12.036079,30.000414,24.438669,25.964346,12.577147,36.013256,23.861296,30.171875,61.329639,26.403582,34.275997,22.357847,31.181864,19.272274
2/24/2000,1353.430054,69.234009,30.780001,10.355445,28.467421,27.324371,9.146708,26.280426,21.544338,21.949638,32.525845,31.332453,13.253119,20.764997,70.221657,7.984216,11.965631,11.262676,30.159573,23.762886,25.355528,12.702497,34.863434,23.499765,30.1875,66.130692,25.678202,35.906307,21.660316,30.080036,18.95425
2/25/2000,1333.359985,67.667656,29.799999,10.121566,27.317778,27.279425,9.09454,25.963791,22.304726,21.648962,30.232882,33.583099,13.325935,20.560095,69.927826,7.88625,11.945414,11.262676,29.065392,23.349142,24.388584,12.869638,34.822388,24.30316,30.5,66.982491,23.985668,35.592041,21.146347,29.584196,18.95425
2/28/2000,1348.050049,65.474724,29.200001,10.2515,29.042246,28.020969,9.494493,26.664907,23.487547,22.212732,31.379362,34.553959,13.435169,21.345612,68.948463,7.837269,11.945414,11.069323,29.144964,23.735298,25.319717,13.454621,37.327293,23.780941,31,62.568615,25.339701,35.317047,21.366615,30.630939,19.971916
2/29/2000,1366.420044,64.378227,28.799999,10.108577,29.384411,28.627672,9.198876,26.370886,22.473701,22.193943,33.12027,35.039394,13.034663,21.140696,72.474251,7.690319,11.561386,10.924316,28.448662,23.942167,25.176456,14.624589,37.778988,23.74077,36.3125,64.349648,26.306864,35.513477,21.146347,30.796213,20.01433
3/1/2000,1379.189941,62.811874,29.34,10.602311,29.671825,29.48156,9.650991,26.144733,21.92453,21.799299,33.290146,32.832886,13.143891,21.17485,74.23716,7.788282,11.965631,11.165998,28.906231,22.81126,25.283916,14.541013,36.547092,23.339069,41.28125,67.601967,26.838804,36.417019,21.550184,30.355492,20.099131
3/2/2000,1381.76001,64.61319,29.360001,10.316465,29.247557,28.964733,9.442323,26.122103,22.389208,21.066391,34.351688,35.039394,13.180304,21.243155,75.412384,7.690319,11.177351,11.117661,29.721893,21.956179,25.015299,14.749942,36.218563,23.098042,37.859375,65.230492,26.693733,36.377735,21.64196,29.859655,20.438356
3/3/2000,1409.170044,67.667656,29.379999,10.42041,29.233862,29.166967,9.650991,26.099482,21.671076,21.423454,35.75293,35.260044,13.143891,21.277298,80.30928,7.788282,11.278414,11.866899,30.597235,24.218004,25.337626,14.791731,35.80793,23.098042,40,66.905067,28.241188,37.47773,21.586885,30.630939,20.947206
3/6/2000,1391.280029,64.574036,28.9,10.186538,28.303179,29.998384,9.581438,25.488848,22.135746,20.652958,34.309223,35.392441,13.071068,20.833317,81.239716,7.690319,11.05608,11.020993,28.846548,22.990555,25.051121,14.749942,35.397282,22.575823,44,98.4991,27.854321,36.888432,20.70579,28.86801,20.607986
3/7/2000,1355.619995,64.534897,29,9.796743,27.67363,29.414158,9.198876,23.837837,21.164143,19.713335,32.313511,32.038536,12.852612,20.047798,82.170143,7.543371,9.823133,10.972651,29.562748,21.183863,17.476696,14.708153,34.437302,22.33481,42.09375,87.967751,27.854321,36.377735,20.118387,27.380547,19.6751
3/8/2000,1366.699951,66.571159,28.780001,9.8747,26.879816,28.402983,8.625029,22.93317,20.952911,19.450235,32.823067,32.215054,12.670564,20.013647,79.721657,7.592351,11.399685,11.262676,30.418194,21.652779,16.617184,14.708153,34.519497,21.451054,36.03125,94.162682,27.032242,36.122379,20.852638,29.143471,19.738705
3/9/2000,1401.689941,67.667656,28,9.718786,26.879816,29.166967,9.129317,24.109232,21.755558,19.336184,33.247684,31.464851,13.253119,20.218557,83.981964,7.837269,11.541171,11.697719,31.830679,21.156275,16.545557,14.708153,36.36874,21.69208,32.5,94.782181,28.047764,37.202717,21.348253,29.41894,20.37475
3/10/2000,1395.069946,65.944618,27.4,9.458929,27.742058,28.290611,8.955426,24.471094,21.417608,19.260647,32.568283,31.155926,13.398757,20.457636,87.948486,7.739304,11.480532,11.746058,32.148975,21.625189,15.399551,14.791731,35.177013,20.808325,33.03125,87.967751,27.177313,37.772354,20.815924,29.584196,20.629173
3/13/2000,1383.619995,67.471863,29.76,9.163596,27.714678,28.784964,9.077147,24.358007,22.389208,18.486448,32.398449,30.361582,13.107475,20.286871,86.479393,7.88625,11.419895,11.528536,31.19405,22.011362,16.402302,15.293141,34.848248,20.969017,30.78125,81.30822,27.032242,38.381248,20.558939,28.923101,20.84119
3/14/2000,1359.150024,68.059235,29.1,9.071962,28.125269,28.402983,8.868479,23.996145,21.544338,18.543093,32.440903,30.582228,12.998246,20.184406,82.072205,8.082184,11.177351,11.915233,30.278933,21.459684,15.972551,15.293141,34.396225,21.250204,26.3125,75.190758,26.403582,37.045578,21.366615,28.647652,20.671572
3/15/2000,1392.140015,67.041069,32.52,9.962137,29.096977,29.886042,10.016166,26.348274,23.783253,19.657196,35.032635,35.171783,13.908496,21.857904,81.141762,8.474043,12.127325,12.591961,30.358509,23.500853,16.760433,16.12883,37.478317,22.415146,24.125,70.776894,26.935526,37.772354,22.596481,29.804567,21.710451
3/16/2000,1458.469971,68.294189,34.040001,10.420314,31.478403,32.402767,10.711729,31.052519,27.627449,19.940439,37.158405,39.50758,15.838207,24.55599,80.945908,8.572007,12.774114,13.389534,30.358509,24.70072,17.154377,16.295969,40.437122,22.897202,28.375,73.13868,27.322386,39.30447,23.440866,31.292049,24.127436
3/17/2000,1464.469971,68.920746,34,10.289405,31.451021,32.717361,10.711729,31.256065,26.148909,19.052942,37.923695,38.084358,15.510518,23.872931,91.278366,8.425058,12.34966,13.363344,31.631735,23.500853,16.50975,16.546675,41.546684,24.42367,30.109375,75.035881,28.482986,40.816921,23.367434,30.135139,23.576187
3/20/2000,1456.630005,70.643761,33.560001,10.171587,31.09519,31.121918,10.55523,30.713266,25.050575,19.638313,37.498512,36.936996,15.328474,22.984949,88.878883,8.425058,12.390085,13.242081,30.995121,23.831844,16.653,16.045263,41.834351,23.780941,28.4375,70.46714,30.514023,42.427578,23.294022,31.236967,22.516113
3/21/2000,1493.869995,71.11367,35.860001,10.354858,31.943735,33.076866,11.007347,31.572693,26.106661,21.205601,38.518917,36.848736,16.056662,24.146152,92.649513,8.425058,12.47093,13.581617,32.706009,24.149042,16.330685,16.045263,41.752159,23.499765,26.71875,71.241508,30.320599,43.507938,23.569365,32.283703,22.706926
3/22/2000,1500.640015,71.58358,36.060001,9.857413,32.354313,32.919582,11.129075,33.472473,26.275644,21.583256,37.668587,37.334167,15.947433,24.487677,91.79258,8.718959,12.34966,13.339091,32.86517,23.100887,16.330685,15.126,41.464497,23.298904,29.9375,73.990486,31.336109,45.275749,24.156755,32.834621,22.622128
3/23/2000,1527.349976,72.210159,35.48,9.844318,34.160896,35.413826,11.529024,36.344795,27.036037,22.093102,36.733265,37.86372,16.45717,25.10244,93.237152,8.816924,12.551784,13.145061,35.610577,23.390505,16.097891,15.042432,42.163097,22.575823,30,74.14537,32.158203,44.823982,23.495939,35.038269,23.06736
3/24/2000,1527.459961,75.57785,35.98,9.844318,34.078781,34.58242,11.407298,33.879585,27.500711,23.037243,37.753616,38.040218,17.18536,24.760902,95.048988,8.816924,12.410294,13.411851,35.550888,23.9146,16.169521,15.000649,42.32748,23.138214,28.875,74.338959,32.061493,43.704353,21.219767,34.928089,23.448982
3/27/2000,1523.859985,79.493805,34.200001,9.477773,32.956512,34.043118,11.381212,33.314159,26.571358,22.8673,37.711102,37.731327,17.18536,23.838778,87.752602,8.816924,12.167747,13.411851,33.123791,24.066296,15.829308,14.749942,42.32748,23.861296,28.65625,70.776894,32.303276,44.843601,20.485518,34.184349,23.215767
3/28/2000,1507.72998,76.752625,33.34,9.39923,33.394497,33.885822,11.320353,34.218826,26.867052,21.998682,37.073364,36.098507,17.476639,24.214453,88.732002,8.66998,11.9252,13.4361,33.203365,23.942167,16.330685,13.371059,42.080914,24.42367,27.71875,73.79689,31.674625,42.643669,21.146347,33.826256,23.364185
3/29/2000,1508.52002,74.559708,33.34,9.818137,33.202869,32.492645,10.972567,35.01041,26.571358,22.395218,39.964413,35.657211,17.598614,24.112,89.466507,8.425058,12.118773,13.557366,34.118515,24.330353,16.814156,13.203915,45.039722,24.343334,26.09375,69.383041,31.577913,41.445473,20.871002,33.550797,24.636274
3/30/2000,1487.920044,76.909279,34.779999,10.171587,32.628048,31.279219,10.903015,33.822426,26.571358,23.547081,40.134487,35.48069,19.17845,24.112,83.737144,8.376078,12.708447,14.163684,32.904961,25.915304,16.617184,13.663545,44.053452,24.825386,24,65.046593,31.142687,39.913368,20.779217,34.046623,26.183998
3/31/2000,1498.579956,74.168129,36.400002,9.831228,32.614368,31.346622,11.337745,35.113708,28.092123,22.886187,38.433853,37.113503,20.060219,24.624311,82.463943,8.425058,12.36278,14.236447,33.820099,25.35918,16.25905,13.538196,42.409668,24.30316,23.40625,64.427071,31.916418,41.465126,20.63237,34.211903,25.357138
4/3/2000,1505.969971,76.439354,35.099998,10.32868,34.051426,33.256645,12.155033,38.466496,29.433367,24.170227,41.622524,37.069366,19.986738,25.887959,82.659836,8.278117,12.647447,14.430477,28.926121,26.666052,17.046936,13.788898,44.710964,23.901455,22.8125,60.710136,32.351646,41.052635,21.219767,34.542458,26.120396
4/4/2000,1494.72998,75.930305,36.18,10.970131,32.190094,31.352034,12.033307,37.061943,28.176624,23.565973,40.814743,38.172619,19.398895,25.068285,76.979401,8.131165,13.074451,14.33346,28.190046,26.429718,18.192951,13.872462,42.491867,23.981796,21.4375,57.92244,31.819696,41.720474,22.541416,33.936451,25.547956
4/5/2000,1487.369995,78.319061,36.759998,9.975226,31.642641,31.216488,11.80725,36.563568,28.345591,23.924742,39.62431,37.775459,19.215197,24.829222,76.342804,7.984216,13.115123,14.648745,27.493742,25.734549,17.637848,14.332093,42.080914,23.178392,24.375,60.051926,30.949255,40.816921,22.761679,34.707729,25.166319
4/6/2000,1501.339966,76.909279,37.259998,9.582502,30.876204,31.600513,11.268188,35.136364,28.134375,24.113569,41.580009,36.628086,18.958004,24.931677,83.05159,8.278117,13.013448,14.69725,27.374386,26.248976,17.978075,14.958861,43.354851,23.218554,27.78125,65.046593,31.287766,40.797283,21.990717,34.322098,25.102728
4/7/2000,1516.349976,77.144226,36.82,9.67414,30.451937,31.216488,11.059518,33.98101,27.331726,23.320488,41.835094,37.290028,18.737568,24.214453,80.30928,8.229129,12.688119,14.527487,28.349197,25.692846,18.175043,16.212399,42.163097,22.937366,27.15625,75.577934,31.722982,42.997227,21.752096,33.660995,25.187523
4/10/2000,1504.459961,76.517685,36.419998,9.425414,31.355225,31.848961,10.989961,35.340252,28.81027,24.415705,43.238102,38.305023,18.884527,24.863359,83.884041,8.278117,12.769447,14.69725,27.394283,25.762365,18.90921,16.045263,43.847965,22.535662,23.84375,66.362991,31.964771,41.209778,22.321138,35.699383,25.50555
4/11/2000,1500.589966,74.794693,36.080002,9.883593,31.79318,31.080978,11.233407,35.476181,27.838663,25.5298,43.110554,40.555668,18.994751,25.546417,82.12117,8.229129,13.115123,14.842772,26.697975,26.179451,19.034557,16.087048,44.300037,22.937366,22.6875,62.529907,32.883579,41.091915,22.981956,36.250305,24.721092
4/12/2000,1467.170044,71.270302,37.419998,10.158499,33.011253,31.374624,11.68553,36.744797,29.317188,25.605333,42.472828,38.878719,19.104963,26.105074,75.657234,8.229129,13.806464,14.891275,25.2656,26.652147,19.858259,15.961694,43.395943,24.182652,21.875,53.276253,30.997606,38.302685,22.614838,36.635941,24.530264
4/13/2000,1440.51001,69.31234,37.799999,9.896684,31.971109,30.538866,11.615966,35.181671,29.148226,25.624224,40.857254,38.569817,19.325407,25.863689,74.628899,7.935235,13.501454,14.721508,25.225803,25.651134,19.911978,15.627419,41.094635,23.780941,21.625,55.754219,30.368954,38.066982,22.394556,35.479008,23.957829
4/14/2000,1356.560059,65.787994,36.919998,9.844318,29.343332,28.505953,11.129075,31.579674,26.655836,24.377937,37.413506,35.921997,17.635357,24.691191,64.835052,7.984216,13.09479,14.21219,23.594484,23.829844,18.049702,15.376711,39.615219,22.736515,19.6875,51.224194,30.07881,34.727776,21.531816,32.834621,23.173374
4/17/2000,1401.439941,70.095543,37.18,10.158499,29.343332,28.415602,10.955182,32.689735,26.74032,24.453472,36.733265,34.686329,17.672096,24.553268,68.556717,8.327099,12.769447,14.115178,24.151527,23.95496,19.768717,15.000649,37.6427,22.69635,21.75,49.24955,29.982088,38.656254,22.761679,31.953138,22.155685
4/18/2000,1441.609985,69.86055,37.700001,10.184684,30.643549,29.093239,11.355135,35.340252,29.030939,24.566767,36.648228,35.966129,18.149729,24.932613,73.453629,8.180147,12.97279,13.799891,25.643593,23.134689,19.015303,14.666369,38.628971,22.33481,25.25,53.895744,30.562384,40.541927,23.93648,33.054966,23.5338
4/19/2000,1427.469971,65.787994,37.599998,10.302501,30.547735,28.18973,11.337745,33.935711,28.098553,24.019167,37.370991,36.892853,17.561876,24.139442,72.2239,8.376078,12.545784,13.824142,25.04677,22.689789,19.015303,14.039607,38.628971,23.941629,25.40625,54.050617,31.674625,37.418789,24.156755,33.660995,23.236967
4/20/2000,1434.540039,65.161438,38.279999,10.354858,31.368137,27.941261,11.633356,34.773895,28.437592,24.887781,39.241661,38.702187,18.039501,24.311867,69.67424,8.474043,12.647447,14.21219,25.126337,23.440554,19.842838,14.123175,38.546764,25.749296,23.40625,55.7155,32.69014,36.259876,23.973204,33.550797,23.491394
4/24/2000,1429.859985,66.727837,38.799999,10.394139,32.917347,27.01515,11.894194,36.087818,29.28521,25.303207,40.049446,39.540676,18.296692,25.242973,68.154289,8.474043,12.627112,14.721508,21.207184,24.246933,20.292574,14.457453,39.163208,24.343334,22.75,56.760906,31.142687,36.49559,24.634012,32.834621,23.830608
4/25/2000,1477.439941,70.487129,39.040001,10.57741,34.658512,28.212311,11.981141,37.673615,30.387114,24.755592,40.602154,40.246742,19.398895,26.208529,76.146477,8.718959,13.318454,14.964033,22.082529,24.024475,18.493601,16.045263,38.793335,25.066397,25,55.754219,31.336109,39.284798,24.762512,34.983181,24.254658
4/26/2000,1460.98999,69.234009,38.5,10.354858,33.918159,27.625038,11.981141,36.223755,29.497118,24.604538,39.964413,38.790466,19.251938,25.622297,74.136177,8.718959,13.054118,15.085294,21.644857,23.482262,17.48616,16.12883,39.77961,25.668957,23.125,56.915768,32.786865,37.968769,24.303614,33.826256,24.021433
4/27/2000,1464.920044,69.31234,38.400002,10.106135,34.000404,26.698917,11.70291,35.861282,28.6495,24.019167,39.241661,39.584801,19.54586,24.760174,74.675529,8.914892,13.298117,15.133797,22.221794,24.246933,17.522146,16.254183,38.670055,25.588612,24.0625,56.218838,32.20657,39.383015,24.377029,33.385521,23.06736
4/28/2000,1452.430054,69.86055,38.32,9.896684,32.793949,26.066456,11.424684,35.113708,27.844269,24.094692,37.668587,38.172619,20.941986,24.070475,73.155487,8.865911,13.135452,15.158051,22.201899,25.136723,17.198328,17.382362,37.149551,25.50828,26.125,54.90242,33.754036,39.854439,24.230188,33.220238,22.57972
5/1/2000,1468.25,70.173874,37.139999,9.687228,33.205269,26.653749,11.442078,36.699501,28.819017,23.849218,39.411716,41.261745,20.721544,24.242901,76.09742,9.159805,13.155789,15.594603,23.37565,25.804073,17.184826,16.045263,36.902973,25.106581,27.6875,59.083977,32.496716,39.952656,24.285242,32.724419,23.152174
5/2/2000,1446.290039,69.782265,34.98,9.687228,32.47863,27.512081,11.511635,37.469723,28.39521,22.659586,39.199158,38.658054,20.83177,23.725613,72.959351,8.816924,13.237123,15.546103,22.241688,26.652147,17.216316,15.919905,37.355022,24.383511,28.625,62.423439,33.270439,38.086624,24.725798,32.559162,23.364185
5/3/2000,1415.099976,67.745964,34.900002,10.158499,31.148775,26.834442,11.3459,38.466496,27.759501,22.395218,36.35062,36.848736,19.766293,23.415257,71.488457,8.914892,13.19645,15.473345,22.460527,25.414791,17.45018,16.212399,35.50576,23.981796,26.875,56.683456,31.916418,37.428051,24.45046,31.732773,21.625654
