Date,IBM,BRK-B,KO,AXP,JPM,WFC,STT,BK,CI,WMT,COST,TRV,PNC,GS,MCO,DE,ECL,MSFT,DD,PG,BLK,HD,BA,VRTX,A,DIS,INTC,JNJ,FDX,TGT
6/17/2015,2863000,2280200,13898400,6945600,14521900,17497700,1980100,6824100,3367500,5703900,1508100,1225900,2158200,1778400,632400,2089300,1024800,28704100,9617500,9305800,462700,5722200,2775400,782500,1519400,4732300,28194200,6155800,4032200,5215200
6/18/2015,3330900,4583700,16314600,4632300,16759600,18299900,1763600,8737100,1974800,8376600,2074100,2196500,2671500,2167200,1698800,1754000,1263900,32658300,9035100,10712500,445300,7222600,3728900,1410700,1865000,6929900,27722400,8815800,2986600,6680000
6/19/2015,7074000,6044000,23550600,13054800,21606400,36241100,3133000,9539500,1840200,14550700,2758200,3014900,2475000,4163400,2973300,3666400,2385300,63837000,6311900,15598800,658900,9255100,4837300,1925600,2658800,9587700,39008400,11653600,2448700,11601500
6/22/2015,2335800,2339300,8775900,5548600,14306700,15111200,1955800,4721700,8989400,6489500,1415700,1263000,1990800,2006100,703400,2088500,997300,20318100,4535200,6907900,430600,3190200,2086100,887700,3909300,5906200,23608400,5055900,1732600,4797900
6/23/2015,3701600,1974500,11094900,5356300,15736900,13354200,1727600,4676600,6580700,7876300,1489400,1105200,1584000,2735600,552100,1719200,655300,25896500,6017300,7190600,420700,3075900,2864400,1333100,2053600,6003100,17995900,6046600,1532500,5916800
6/24/2015,3548100,2709400,10385100,5637600,16995000,16166600,2429600,3788200,3552300,7338400,1965900,1402500,2545800,3945200,520500,2227800,683200,34890900,4072000,8843700,558700,3716100,3989100,1147600,6127700,5636200,23313900,7254700,1750000,3281300
6/25/2015,2408900,2616700,10607600,6591100,13314300,14053600,1823600,3055100,6178700,5293200,1660900,1403800,2250300,2434700,470900,3679700,710500,20616000,3829500,5855700,482300,4466300,2153800,1201700,5265800,6213500,22743300,6581100,1527400,5008600
6/26/2015,8946000,4480200,16215600,15746700,14489200,16975900,2453400,6485300,11020400,6897800,2248900,2061600,2240000,2762600,735700,7168000,771600,49835300,4493800,7703200,642900,4208500,3153300,4661800,3350500,9509600,62157200,9041100,1678900,6189100
6/29/2015,3314700,6703700,15500800,8553300,19934400,19289700,2330300,5083700,2930600,8187800,1963200,1818600,2054600,3292800,803700,3868700,1197600,34081700,6806400,7966200,558700,5187400,3755500,1289000,2516400,7618200,35194500,11150900,2335800,5224500
6/30/2015,3597300,5160300,14621300,7793000,20677400,17346700,2507300,6406200,3468900,11102600,2454300,2752000,2333100,4167300,1060000,6559600,1608500,35945400,4853000,8451400,776700,5938800,3434800,1501400,3037400,6946700,34412200,8967900,1551800,5060000
7/1/2015,3214500,3244900,11177400,5319900,13964400,12165300,1408400,5146700,3589600,10773900,1707000,3447000,1869000,2820300,654500,3733000,886300,28343900,4137500,8868000,495400,4216200,3260900,1450800,4486400,5435400,27178900,6726700,1412100,4087900
7/2/2015,2852700,2823700,8975900,4577700,12822900,10106800,1396000,4580100,4357800,6586100,1148400,1996200,1752100,1816600,566000,2899800,816600,21752000,3747300,6602500,433900,3845000,2116500,3660500,2160800,5549500,27105200,6091900,1182000,3422000
7/6/2015,3079800,2962100,10252600,5724800,13527100,11682100,1273400,5207600,4368700,10536500,2450400,1756000,1731600,2816800,1024200,2404000,901600,23034000,5202600,6601200,698100,3864700,2093400,2264600,2509400,5880500,32468100,6817800,1945300,3539100
7/7/2015,3549900,4642300,20335000,7183000,22421500,15831800,1929500,4661100,5094000,12421300,3790000,2716300,2327600,3304200,787300,2867400,945300,36435800,9720600,11690400,853300,5515900,3712000,1566900,2927800,8359900,43833700,7122600,1754300,5709100
7/8/2015,2776300,3642300,11383700,5544800,17707200,12906600,1398300,4696200,2542300,7791000,2917100,2352200,2307500,2185100,871600,2795800,1190200,39785900,5531500,6724700,955600,3794100,3386500,1994100,3391000,8445200,45223800,6845500,1338400,4087600
7/9/2015,4199700,3574900,13392000,3934000,14984700,13623200,2543100,5244600,4161500,8695800,3317600,3101500,2896000,2256200,929800,2608500,751200,32424700,5825000,10419800,797300,3643700,2486800,1660300,2237900,7016800,47167800,7316400,1321300,3864000
7/10/2015,4538300,3774900,13360400,3036000,12356100,13269600,2047500,4771100,1954600,5579300,2846000,1225300,3141700,1840600,797400,2963300,543100,25465800,6049500,6892500,1156400,4631400,2192100,1520500,2107100,7020700,31423800,6969300,1490300,3271100
7/13/2015,4229000,3139800,9854200,3677500,16175600,15521800,1741300,7204700,1728700,6084500,1847800,2174900,2627300,2041700,633100,2327700,494200,28178300,4210800,7332900,800700,4171900,2194200,1067000,1579700,7595200,26452400,6986300,1327400,3450800
7/14/2015,3025300,2415200,19531000,3904900,20185100,20066300,1531700,3454100,1207100,5518200,1512800,1211400,3002700,2090700,483000,2272700,856500,22880300,4980000,6119500,1213800,3688900,3388800,1784700,2800900,5061700,39778300,9890600,1207400,4095400
7/15/2015,1998000,2995300,11252100,3947000,16891600,17159400,1288200,3187600,1256400,4566700,1306700,1737800,3974200,2536700,756200,2085500,1110400,26629600,4781200,6673700,1106400,3364600,2653900,3082400,2247700,4845200,47852500,7990300,1389600,2853900
7/16/2015,3529900,3179600,10483700,4095800,18035700,13194500,2401800,3206300,1442200,5231700,1148100,2020100,2341900,4405200,853000,2993400,825100,26271700,3722800,6623400,805900,5234800,2509600,2004200,1826300,6303000,81166700,5775000,1043300,2971600
7/17/2015,4356400,2982900,9608300,3084400,14040700,12963900,1447400,3223300,1951400,5680600,1842100,1449000,1746900,2849000,536200,1810900,1532300,29467100,6039100,5827300,729200,5497600,3127100,1276700,2412400,5109900,43697600,8054200,1394000,2924600
7/20/2015,7377800,2467500,10024200,3553000,11512900,10084900,1961500,5732600,1725900,5085600,1243600,1756600,2134100,2175400,641400,1995500,1178800,30631900,4965700,5012900,441800,6107500,3016100,1045600,1155200,6951000,33812900,5016200,1016600,3261400
7/21/2015,13752300,3116500,13653800,3974600,11659900,12504300,1938200,9810600,2223100,6441100,1587800,3389500,1601100,1985300,880500,2030600,941600,42781900,5820100,7512400,481700,4660600,4452600,1046800,1160900,4785200,45191000,5891600,933600,6085900
7/22/2015,7181800,2578000,15528600,4392700,15493000,14871100,2157700,7123500,1730900,6961600,1612000,2119200,1980100,2301300,726700,1961400,924200,59152400,6910800,6106400,719500,5485200,6238400,978500,2949400,4714100,36387200,6721900,1311700,4350900
7/23/2015,5034200,2322700,13522200,12256800,14331800,13582200,2070100,4653800,6778700,4252900,1356100,1568700,2407100,2192700,869100,3396100,879000,33934000,14207400,5380900,526600,4308900,4116000,869900,1708800,3347200,33775200,5016100,1076600,3489600
7/24/2015,3778200,2363300,10912500,8639900,12413900,13157300,5198500,4928900,10349100,5951100,1272700,1605000,1507800,2453900,994400,2256800,999200,32333200,11440700,5660800,630500,4427800,2455000,1362800,1844900,4320900,31621000,6524200,1579700,5294300
7/27/2015,3706200,2903600,10945700,9861400,16801600,15495300,3448800,6116000,3582500,6197600,1431300,2239500,1680600,2910500,1394200,2775100,1841900,39701400,9002300,8613600,882100,4468200,3532100,2042300,5261300,5179300,42161100,8734000,2177100,4637300
7/28/2015,2721000,3252700,11021800,5516600,14932400,16730600,2740500,5434400,3324700,8592300,1376500,1903200,1771300,2018100,653900,3436000,2405000,34328900,7019300,8649900,713200,4176800,4138200,1944900,2768200,6447300,33182400,7757500,1854200,5457200
7/29/2015,3378400,2555800,8479900,4594200,13059200,13718400,1879700,5555100,3497600,4939700,1840500,1805600,1689700,1987300,669100,2438700,1281400,40945900,5574400,8921500,663400,5104000,3260400,1785300,2014100,6083500,26470200,7853500,1261800,5323500
7/30/2015,1994700,2018300,9095500,4767100,10197200,9864800,1232700,4726500,3535600,4604500,1392700,1103900,1521200,1342900,643500,1470500,893000,39777900,6399800,22067800,622300,3291100,2644000,3099800,2440400,4430100,26582400,5517400,928000,2991300
7/31/2015,3580200,3074100,15309500,6344800,11911800,12369800,1928900,4636200,2763600,7928400,1386700,1758500,1480900,1644000,729400,1914000,923000,31201500,5952100,11877200,507800,4301200,3163500,1545500,2247700,5767300,27158800,6216800,1199700,2832200
8/3/2015,4615700,2540700,14672600,5159500,9980600,13085900,2011000,4589900,1778000,5131800,1328100,1497800,1578000,2075500,837800,2619800,1022500,24125900,5224500,9511300,528500,3645000,3088000,2161100,2104200,8426900,26213600,6172500,793000,3595800
8/4/2015,5260600,2618000,17559900,4137600,10964000,12324700,2140000,4671500,2425800,5873400,1315300,2118400,1420800,1451500,544700,1673800,685000,33403900,4742300,13369100,676200,3008200,1973000,2013800,1448100,12624400,25741700,6005300,912700,4355600
8/5/2015,3472800,2615800,15329200,5562000,11302900,12032500,1668400,6670000,3503200,8715800,1687800,2829200,1175900,1535500,732500,2447500,843100,26959700,3537300,10895400,662800,4299100,2926100,1374000,949500,61011200,23622700,4571300,848700,4303400
8/6/2015,3004800,2418200,11378900,4522100,10803400,12556600,2679900,4410000,2768500,6367700,1948000,1497000,1562900,1485800,573000,1561100,743600,27368000,4672800,9353300,583600,4768900,2457000,1570300,1932000,57175200,27958200,6988000,1000800,4508200
8/7/2015,3794900,2419000,10886700,23689600,11453300,13596200,1448000,6215200,1025300,7797500,1228300,1507300,1557600,1691100,509100,1756200,889100,19163000,4698200,10045400,368900,3986100,2953200,2440800,1513100,15791600,25606100,6027900,1410600,3153400
8/10/2015,4613400,4278300,9501900,12609000,12661400,12397500,2062500,5269100,1190100,6020100,1072600,1916300,1919500,1640300,630000,2155200,774300,23079900,4819000,9165900,513400,3408900,3432600,1679200,1554500,11617000,22807400,6133500,1059400,2998400
8/11/2015,3167100,3924400,11254900,8509800,14800300,15425500,2038600,5775800,1859600,6829200,1260700,1515100,2491900,2554000,510200,1975300,1129800,29237400,6685800,7491900,695100,4080000,2816700,1475700,1575700,13574000,23758900,6682600,1538900,4188100
8/12/2015,3560300,4901200,9602200,6945600,21069000,21663200,2891400,8458100,1591200,8841400,1963800,1708800,2573300,2771900,881400,4867800,1180700,30181400,6763900,10397700,786700,4575800,4355800,1160000,3431000,16923500,33589100,7462400,2306500,5077100
8/13/2015,2533400,3045200,10270900,4866900,11930600,11868600,1915100,3330800,1691400,7652400,1114000,3227600,1682800,3353600,711500,2144100,626500,22627200,5567500,5948000,474900,6255500,5129500,1268700,2848900,9754500,18821900,5048000,1924100,3322900
8/14/2015,3226400,2911200,9904800,5387100,11248800,9742500,1496200,3613200,1019100,5912500,1210400,1488300,1503400,3567100,804200,2235200,697200,21473400,4211400,5586900,450000,5135500,2927100,956600,2632700,7104500,14302700,5177300,2733700,3597900
8/17/2015,2249600,2788100,8272800,4574700,10326500,11462500,2034400,3539100,1687700,7604400,912600,1213200,2052800,1600700,475500,1598800,817500,21099700,4616300,8683900,387600,7255600,3746000,816300,3302100,7954000,15548300,6901800,1512100,2908900
8/18/2015,2018300,3334100,11199400,4458300,10617500,10581500,1415100,7422300,2389400,21315000,1099100,889700,2716300,1665400,397200,1786300,577700,23574100,5753200,7445900,442500,11021900,1955500,949900,6416900,12021500,19182600,7618800,1473300,7326700
8/19/2015,4206400,3478300,15796500,5314600,15198200,13744600,2289700,9364300,2002000,16333400,1436100,1386900,2662400,2721400,619300,4093000,633400,31485500,5013200,9865300,720300,6490300,2967700,1339000,2730400,9484400,30530100,7642400,1499300,21173800
8/20/2015,4011500,4050800,14218000,7240600,20972300,20857700,2820800,9842400,1729700,9860100,1785100,1556800,3240400,3140000,788900,4497600,1211900,36238200,5251200,10696500,744500,5555500,6601400,1861700,2144600,34651300,31936600,10620400,1962500,7497600
8/21/2015,7362100,9122400,28036200,8483300,28235500,31954400,4060200,9400300,2243500,15746500,3611400,2293700,3702200,5406200,1258600,15208000,1448900,70053100,7215400,15763900,1195700,10190700,7957600,2505000,3827500,30875700,52288400,16141500,2502600,7982000
8/24/2015,10189700,13820800,44065300,12873200,36339100,40198100,4985800,12295500,3486200,22239600,5205800,5527100,4890500,7183600,1831400,8039200,2321900,88753700,10123900,23696300,1578300,13983100,9425800,3315800,4115000,30159200,83234200,25636300,4013500,10419100
8/25/2015,7073200,8233100,31363700,7779000,31772500,31041800,4179500,10897400,2090900,14801000,4645100,2932300,3367400,7204800,1809600,6505500,2222800,70616600,7725500,21476900,1259700,10221100,7159100,2644400,3802700,19079400,59371900,15671100,2917500,7554700
8/26/2015,6221800,7709300,23523300,6505800,33576800,30235800,3644200,9426300,2226500,13928300,3094900,2602300,4152900,5561800,1256800,5223000,1952700,63408000,9043700,17464700,1351700,9313200,6428400,2515900,3233800,13755900,47386700,14738300,3003500,8160000
8/27/2015,4976600,5923000,18871600,7025000,29045700,26452500,3134900,8066400,1913400,13912800,2603100,2711100,3062500,3798500,1264100,3664200,1824100,50943200,9188800,13434000,945500,7579100,5754600,2017500,2406300,17532200,38649400,11131200,1962900,6929900
8/28/2015,4076300,3897800,14503900,4919000,16687300,18342200,2003900,4827000,1416100,14303000,1850900,1678300,2336600,2413100,871400,2647200,988000,28246700,6695700,10020000,782900,5016000,4508800,1240200,1783600,11005200,43452400,9200300,1302600,4424900
8/31/2015,4093100,5575500,12673300,4559700,14223400,13842200,2616800,6718600,2214200,8175200,3005700,1931200,2071700,2858000,841000,2674100,1033000,34441700,4913600,9520900,786800,5444500,4231700,1711100,2554700,8518200,42401800,9083500,1625700,4477100
9/1/2015,5272000,5957900,23703200,6101100,23637300,28031700,3690200,8365800,2014500,13393900,2968200,2542000,3271200,5494500,1264200,4790200,2168300,49688900,7632300,15437700,1541500,7392900,5772700,1998500,2953900,14212600,44144000,14593500,2839000,6690000
9/2/2015,4252000,4080300,14054800,5914400,17757900,20919600,2249000,6513200,1309400,9514600,1809900,1642700,2575100,3043800,1084400,2853100,2889800,37671500,17656800,8903700,1341800,6487400,4809300,1486900,2118300,12148200,34618800,11517400,1745300,7527600
9/3/2015,3603500,3984400,13311600,4783000,17065400,15719000,2310300,8189500,1536600,8523800,1615600,2382800,2336400,2902200,1020900,3022000,1101700,28285200,20580100,8468300,1149300,5302900,3379500,1010200,2140400,8953300,38665900,9027200,1781300,4559200
9/4/2015,4201100,5828600,15450500,5095200,20189000,22303800,2448200,6382000,1830700,9232400,2124500,1923200,3143800,4295600,923300,3130600,1429500,37138800,7676800,11497500,985500,5752000,3746700,1240700,2819000,9213800,29116500,10996800,1480200,4112900
9/8/2015,3933300,5729300,15273900,6046300,13385100,19685400,2350000,6037400,971900,17706800,1638000,2104700,2866600,3060100,1139400,3079200,1386100,32469800,13712400,9182300,934600,5775800,3505800,1346900,1787400,8571500,27805000,11394100,1708000,4929100
9/9/2015,3407800,4482600,13764600,4959800,13889500,16221500,2209300,5769300,1800000,9464200,1390800,1590800,2032200,4756800,679900,2898800,2552200,33469500,11774700,11070600,698200,5316400,4713900,1104600,1885300,9577500,30774100,7384500,1891900,3349100
9/10/2015,3461700,4482400,14952500,4764600,15751100,17996200,2372800,5702200,2665300,14524800,1350700,1628100,1859700,3042600,1076800,2912900,1620800,31366600,8141000,12591100,952900,5259100,2932200,981700,1628700,9026100,25195800,8359500,2362900,4479000
9/11/2015,3115100,4181800,11802300,3843600,12766700,12549400,1981400,4586600,1428000,8062400,1452300,1375300,1440500,2536800,693200,3856000,1095800,27132500,11533700,11291400,804800,4472800,2628200,1056200,1443300,9529800,21786900,7381300,2380600,3346100
9/14/2015,3226700,4270000,8950000,4452100,10202800,16225600,1522700,4325500,993000,6956700,1123300,1601800,1743300,2746000,828500,3128300,1231300,23656000,9649700,9712800,567400,4248700,2389600,1390200,2223300,6959800,24065100,7948700,2595200,2715300
9/15/2015,2717100,3189600,13019800,5473700,14023500,14305500,3418300,5256700,869200,6860800,1349600,1694300,2272600,3092800,795800,3469800,1489600,28882200,12168000,11043700,950600,4994000,3761800,1115900,1752700,9171400,29819000,7030700,3237300,3423600
9/16/2015,2799200,3041500,22233400,4193100,12235900,15218500,2475500,4170900,893600,5625400,1374300,2034100,1749400,2717800,801700,2980400,1600900,23372200,9053700,8704200,959300,5285100,2505000,1186500,2130100,6509700,25957800,5630400,6205400,3468900
9/17/2015,4003000,4414500,21232500,4181800,21249200,25025800,3090300,7720400,1011700,7133100,1535300,1776500,2585700,3712600,873100,3837000,1597600,32768200,10124100,11029600,964300,6607100,3405600,1175900,1819100,7792600,29805200,8258000,2879000,5668900
9/18/2015,7975800,14622800,27527300,12402900,31008000,39561600,4757900,10558100,1481400,12885200,2833900,5001800,4116700,6529900,1829100,7779000,1898400,63143700,18560700,18210200,1570800,11366700,7302700,4404900,3352300,13559400,60693400,14211100,3603700,6651600
9/21/2015,3825000,4804900,12935800,3266300,13136400,16673300,2551100,3907100,832800,7119600,1004800,2095200,1748800,2947200,599900,3292200,881600,26177200,15063000,7742800,728200,5201100,2460900,2583100,2640200,7152300,24417100,7053700,2444600,4180400
9/22/2015,3564100,4230800,15021300,5047200,14811900,21761300,3236000,5799600,793600,8800800,1787200,2326600,1823700,4166900,632600,3322800,984800,28085900,14602800,10207800,814600,4631600,3465000,4493700,2283300,8330100,28576200,10618700,2425600,3146400
9/23/2015,2674200,2947800,8910800,3183300,11712200,12521200,2373000,3731300,1352300,5876600,2310200,1919200,1332500,2732600,492600,3195400,1073900,17145200,9731800,6294200,454800,4084900,4907500,3310200,1962600,5818000,25984000,5609300,1651800,3940200
9/24/2015,3280300,3705600,19385700,6108900,17293400,17064300,3485400,4719200,1211400,6956200,1974900,2387000,3348700,3910000,1112700,7835000,1417800,27905600,15238800,13423500,726500,5172300,5297800,2671700,2028900,10706800,32754700,7407600,2097400,3934200
9/25/2015,3474400,3487200,22511300,4478000,18384300,18394800,2718600,7025300,1850200,7163000,1845700,1942900,2423800,3026500,661500,3728700,1417600,29384600,11369300,15080700,645700,5478900,4149900,3395500,2730700,7179800,29192300,10794400,1731400,3055600
9/28/2015,4317300,4412400,19323100,5894700,17452200,17647900,3047100,6946900,2790500,9394400,2553500,2892800,2748100,3898500,2040900,5479600,1454600,27613800,19859600,9207300,732500,5994600,4160000,3948400,2615400,8238300,42291000,14332800,1765200,4332800
9/29/2015,4763500,4071500,14166900,5283000,19334900,20816400,2432900,4890000,2099000,7640100,2513100,2127600,2039000,4419100,993300,2953900,1674300,32763600,11253800,9033300,794100,7908800,2935100,3783500,2252400,9466900,34169600,11520000,1444200,4816600
9/30/2015,3946200,4726900,19752600,4912200,18743800,20514800,2848800,6191500,1964500,7979200,2549200,2556100,2393200,2931500,1375200,3247000,1696100,34958900,25213400,11041900,756200,5395600,3062500,2864000,2545700,9190000,41051700,10970100,1711100,4579600
10/1/2015,3880900,3962200,19606600,4741100,16863200,15556600,2190700,5591000,1469800,7837200,2657300,2981400,2391100,3613000,1458000,4883800,1800900,28657900,9656400,8547600,814300,5215200,2878400,2487200,3011400,7503700,29832800,9675900,1639200,6393600
10/2/2015,3054400,5183800,15537300,5072400,20435100,21630300,3499400,7653900,1595600,7084000,2591500,2410900,3379100,4469900,1401100,3853000,1507500,41839000,12126400,9085600,854600,4359800,3020500,3527700,3519400,9105600,27901500,8368100,1308200,4631100
10/5/2015,5131800,3885400,15664000,6480600,13471100,15240700,3978300,5419800,1084400,6300300,2273000,1846700,2484800,3411900,1368100,6261500,1526500,34369300,56102700,9187700,936200,4528700,4587500,2344400,1675400,7144600,34842500,9419200,1727100,4708700
10/6/2015,3018100,4804800,14579400,3887100,12134800,14490700,1684000,4264400,1534300,7410900,2091000,1329600,2036000,1859100,875700,3354300,1964800,27017200,13353600,8851500,725600,5275400,3059600,3566600,1833700,5660600,34899800,8365200,2198000,4892800
10/7/2015,2980800,3423400,14329700,3431800,12773100,13863500,2435900,4873900,2632000,7136000,2340800,1328100,2841400,2572200,1112600,4082800,1764400,27711500,21686900,8013200,1103200,4680100,3263800,2662000,3085400,6947200,36930100,9397300,2394000,3291100
10/8/2015,4794400,2734300,11960200,3298900,13964600,15384100,1190700,4107800,2155800,5974500,2370900,1213700,1813300,3253400,1922800,3707100,1650500,33772700,6692500,6856600,653500,4958200,2835700,2745700,2597900,7499100,27794600,7090700,1738600,3580600
10/9/2015,3531100,3202100,13931200,2651800,12112000,16983100,2626400,4191000,2299900,6754000,3715500,1290600,1693300,3334900,896200,4061400,2142600,28600600,9743000,6880100,580800,3893500,3065700,1861400,3232900,7341800,24209900,8259700,1803500,2857600
10/12/2015,3227600,1973600,12299100,1895100,10857400,10639000,1423600,2954100,945200,5643900,1200100,983700,1776100,3059800,292500,2754200,991900,19769100,6257400,6255900,613200,2861900,1942200,1860800,1349900,5179000,18795000,8957900,1245300,1556800
10/13/2015,3915700,2802400,12903600,3247400,15621900,16002200,1650900,4179200,1379000,8858400,1493700,1287600,2516400,2918800,666500,3077800,1645200,19987800,5144900,8390200,890000,2971400,2339700,1676200,2383200,8342700,35588600,12761900,1456900,2910200
10/14/2015,3353000,3125100,14180000,3098600,28989400,26269100,2612700,5390600,897700,80898100,3044900,1938400,3348000,3252000,782000,3181700,1109300,24697800,6569200,8479200,1124700,5200400,8752300,2336000,1647400,5563600,75954800,8881900,1131800,18449200
10/15/2015,3476200,3273300,11801600,3615800,18147900,18262400,2033300,3901700,2423500,46253500,1697000,1657600,3729200,5720100,699900,2828600,902700,27189400,4095600,8607400,736500,3448900,6368300,2010300,1433000,6739200,37634800,9561900,1004900,10162100
10/16/2015,3483700,3061800,20384200,5613700,17456600,15676300,2279400,5705300,1780700,26195100,1647500,1869700,3248400,2977500,768100,4967400,1077800,26450300,4019300,9578900,741900,4068800,3173700,1936500,1754300,5908900,29371300,9495300,1008700,4871600
10/19/2015,7954700,2158800,15553800,4054900,14510400,15515700,1960100,5222800,800300,17805800,1543700,2395100,3313400,2665700,807400,3041900,2008100,29387600,3702900,7292200,584300,3097700,4022000,1894500,3685800,8001900,37624000,8725400,624600,4639400
10/20/2015,16025600,2118000,16199300,3470800,11545100,13583300,2364700,8589700,635800,10423700,1875700,3135000,2235800,2736200,510600,2771300,1113000,30802200,6087300,8531900,443200,3318400,4202600,1683700,2635800,9674400,24416100,6041800,1386900,5021800
10/21/2015,6990600,2396800,19254900,5833500,12113400,17666700,2259300,8357600,3511400,13117600,1797300,3099000,3277200,3613800,656600,3104200,1260600,25144300,5538800,8302100,625700,3491800,8927200,1624500,2886400,8769800,31928800,7059800,1592100,5847400
10/22/2015,5583200,4898300,35920200,23652600,15295700,18263200,3160800,8893700,4702000,14588500,2192400,2488000,2420800,2609600,799600,5754600,2349600,56637100,18763500,14080900,722000,5855300,6976300,1844700,3696200,10028900,39572600,9887900,2034700,4943800
10/23/2015,5370400,3172900,18796100,9341300,16985200,16924800,6390700,5813700,1943700,13040600,2273400,2326700,2551800,2935700,896900,4249300,1407400,135227100,11706100,16451200,959000,5281600,4691200,1656800,2732600,7928400,42796600,9178900,2263200,9443200
10/26/2015,3489400,2173300,14788600,5227700,13880200,12661400,3978700,5035200,1519500,10839800,2500000,1798900,1755400,2573700,379700,4490900,1182500,64633300,6969600,11464700,600100,4550200,3143400,1518600,1948400,5729600,22646900,7561600,1686300,6706700
10/27/2015,15008500,2278300,30166600,4099000,8831900,12443900,3393000,5692800,2229100,10511400,1675100,2119800,1621900,1932300,588100,4159500,998500,50999900,8238200,9423400,388400,3674800,3411300,2430900,2557200,5857600,22630100,8883200,1974200,4083700
10/28/2015,8511400,3244800,13667300,7841100,17962000,16681600,3690200,7998100,1398400,11834700,1778800,1783700,2351800,3231900,1146900,3392700,1060200,47000800,10652700,10178400,950900,6821500,4408300,3676500,1780100,6452900,21908400,7256300,1639100,4327800
10/29/2015,3710400,2089100,9427400,5250200,12753700,11334900,2010600,5229500,965300,12855500,1547000,1932200,2127000,3068100,960800,2187800,945600,30202100,7946500,8230700,929500,4635300,3072100,3563000,1352300,6125100,21325200,6340700,1145300,3815800
10/30/2015,3984000,4228200,15356200,6310100,15731400,18450500,2886900,8758900,1210500,15805500,2050000,2207300,2934500,2791600,1724500,2668800,1920200,46619800,8602700,9547700,1601900,4991500,3938000,2033500,2194600,8501600,24693900,10520300,2580700,4952700
11/2/2015,3822200,3259300,16252200,4940600,15253300,10992300,1822400,5748600,1229900,10719200,1260700,1828600,2113900,2531500,3106900,3252500,3627900,30285000,7544000,7152900,812200,3715600,2516700,1854700,1810800,6949500,21743100,6297900,1617200,4147100
11/3/2015,4349400,2617800,9693100,5047900,11519500,10709100,3056000,6070000,1259000,10253900,1531100,1536000,2387400,2443200,1761100,2384200,1984900,36596900,7252000,8013200,850900,4313700,2470000,1811900,1485800,7132100,18167000,6229200,1352800,3740800
11/4/2015,3516900,2606300,10488500,12872700,11388400,12823600,1955700,4036100,1901000,10056500,1653100,2031600,1738500,2174300,1510100,2412100,2174600,37087800,9277600,6375400,749300,4101200,2771500,1614400,1569600,20740800,20762100,5592300,1291000,3726700
11/5/2015,5096900,2461500,9625100,4983700,12715900,12263900,3251900,6229900,1327800,8860500,2550300,1510800,2394000,2186300,1239300,2216900,1293000,31468500,6604500,6860900,510700,3059400,2545400,1485300,1419800,14843700,16486100,6545600,1659700,3217600
11/6/2015,4744900,3732200,11926700,7440800,23262700,22376800,4261700,6391300,1771900,9977300,1749800,2620800,4044600,4270800,2239300,3137500,1537900,32851200,4943800,9483500,560900,3752000,2294100,2526400,1964100,16803400,23701700,6221100,1835400,4483400
11/9/2015,8075600,4884600,10842700,5622600,17143800,17609700,3290900,5187300,1519700,8440400,2291100,1586100,2495100,2604400,1865300,2307900,864300,32513100,5318700,8607200,1278900,4988800,2980800,1521300,3109600,9317500,24168700,6625900,2059700,5529800
11/10/2015,4520800,2932500,8283100,4961900,13239700,13475900,2780500,4792800,1456900,7614900,1701800,1488300,2147000,2149900,1582300,2433800,1131300,55283700,6821500,6551000,713300,3872900,2524100,1034600,4338700,8240500,22451700,5114200,1627900,3943700
11/11/2015,3164800,2056700,9101200,4719500,8513900,10808500,2944600,5618300,1488700,8689900,1864200,1218200,1793200,1637500,971200,2791100,729900,36516300,4567400,5295900,454500,3240200,1579600,1052300,1967900,6381700,19864700,6284700,1881100,7441100
11/12/2015,4701400,3789800,10725000,6112500,13576900,17552200,2922300,4334000,1212000,9551500,1657400,1939600,2357000,3166900,2992900,3902400,817300,35361100,6835700,7678600,637000,4285700,3796800,1022400,3096300,7223000,23265400,6918700,1543800,5801900
11/13/2015,4613800,3589400,11619500,4486700,11837000,16550200,1986000,4041300,1854500,12514900,2459900,2043600,2208000,2484000,2056100,3463100,968900,36848200,5189800,8468800,590600,8728800,3063800,2292600,3335100,8078100,23673200,8517500,1758100,8161000
11/16/2015,4190800,2965600,11244900,5244600,11041100,11955400,2078400,5529600,981500,13321600,1778400,1653500,1747100,4626600,1309400,3143000,1047400,32165200,3798300,7410600,672700,7785700,2378300,1615100,2490200,5770200,29899700,5755800,1835400,8938200
11/17/2015,2815100,2882800,12739400,5867700,12354800,11331900,1861300,3969000,1357300,24679300,2500000,1569000,1618800,1783800,2234800,4486400,1053500,31551300,4812700,8761800,578100,10517100,3038300,1501700,7679500,6434400,22636400,5124000,1129700,9077600
11/18/2015,4149200,3773000,12966300,5817000,12911400,16612600,2198000,7093800,847000,14877700,2152000,1688300,2098400,2509200,1271400,3710100,1000000,29710000,7587000,6447100,535900,6502000,3101100,1760800,6589600,6744600,18619800,7148400,1416700,25042800
11/19/2015,4753600,2755700,24090700,4851300,12839500,12167600,1427100,4400500,2848600,11566100,2959300,1067400,1617900,1835800,995300,2528600,741300,28149200,8345900,7899500,489500,4662200,2492600,1248300,7274500,6101000,45381600,5164500,1066700,8337100
11/20/2015,5176400,2921300,19780800,4429600,11209600,16264100,1595500,4505200,1855900,12371100,2051100,1693700,2227200,2932100,1224400,3472100,984400,37147600,4795900,9533200,530100,8191900,3210200,1672900,5447900,10821700,41137700,7671500,1252800,5994100
