Date,IBM,BRK-B,KO,AXP,JPM,WFC,STT,BK,CI,WMT,COST,TRV,PNC,GS,MCO,DE,ECL,MSFT,DD,PG,BLK,HD,BA,VRTX,A,DIS,INTC,JNJ,FDX,TGT
11/25/2003,4305700,1005000,6966800,4416900,5539000,7275400,1232500,2500200,2955600,8085600,3093000,3106800,677200,3013900,637600,6969000,1084800,85663800,1453400,6662800,25600,5727300,3817300,885900,2946700,5698600,38861700,11494200,1424700,3370200
11/26/2003,4146800,985000,6502000,4965400,3922400,6826400,1076800,1704900,2128800,7017000,3756400,1876500,499200,2038900,547200,2616600,1251100,69758400,1817700,6924600,65000,5825600,3481100,655700,2086200,4756800,42781700,16251300,1055800,3406400
11/28/2003,2195500,260000,3406000,2138200,2447600,2296200,352700,990000,1428300,3167600,1360300,735100,200300,1040000,213800,1339200,349200,33402600,545800,2287200,13400,3237500,1210600,249000,1332500,1977100,13253800,5466300,631900,1188700
12/1/2003,5234900,670000,8321200,6133300,6957000,7023400,1203300,1997300,1893600,19745300,4448300,1655600,689700,3381800,697200,3500200,995900,101914600,2221500,4800400,62600,7125300,7158500,991300,3194700,12497300,47063000,10666100,1377300,5338100
12/2/2003,5091800,510000,9536000,6001000,6301200,9908800,944900,3419800,4642800,21667700,2879600,1843100,1091600,3055100,905600,2723000,904100,85121700,2329600,4961200,55900,8624500,6297800,848000,3279700,14352300,41987300,11245300,1410300,4054500
12/3/2003,6169800,755000,10977400,4521400,7612400,10740600,861600,2880300,3443400,17702600,5547300,2450800,1616000,4459800,1157000,2219800,962800,93121600,2192500,5636200,110500,6877700,3782800,935600,5003000,17242200,49743600,10067000,1874500,3992000
12/4/2003,5360400,385000,8888200,2908600,6089700,6545400,1121600,2731500,1757400,17592500,7526200,1754800,803200,2085400,732000,2448800,734000,87202400,2352100,5648400,116200,15138600,3092300,1203000,4743100,10830800,61217300,7913700,1512500,7709600
12/5/2003,5878400,625000,8945000,3707300,6769400,7458200,1400100,2059000,1177800,13538800,4462400,1574700,1037900,2558100,699600,3321400,586600,96610900,1742800,3649200,73600,5612500,4324900,559600,3072900,9604900,66215400,7078800,1006100,3564400
12/8/2003,5342000,410000,14496200,4262300,6070400,5691200,835500,2297000,2222100,10426300,4630300,1599200,913600,1822500,630200,1704400,752200,90504000,1300500,5138200,33200,5338800,2956200,466700,2987600,6726800,66864300,11066100,1998600,3035900
12/9/2003,6971500,495000,10372600,4665000,7684300,9056600,901700,2140300,1931700,9983400,12135600,1556400,909400,2408100,602200,2147000,721100,103547100,4016000,7031200,28700,7784300,3342500,472900,3697900,13539100,81626300,10652200,1199700,2362500
12/10/2003,7138000,820000,10398600,4193600,6405900,8662000,1280800,2777500,1703700,9713600,4964400,1302600,825000,2995400,1353600,1511600,483100,82853700,3421700,4145800,41100,14876200,3180500,589000,4613100,13185300,81153700,8141400,842500,5164200
12/11/2003,6412100,425000,10501000,4909200,7650900,8577200,938300,2585500,1646100,11684400,4025500,833500,526600,2323600,628000,2574800,518300,79309000,1957200,7739000,52700,13795700,3057400,603500,2696600,7582500,56879100,7535700,1075700,2774600
12/12/2003,5079800,415000,13889800,3822600,5457900,6116400,1269600,1233900,2168700,11523500,4546200,804200,615000,1720300,552400,3031200,486400,69154100,1762300,7281000,37900,7409200,2608500,351800,2314800,6287900,48042500,10924400,1026400,2485100
12/15/2003,5964500,595000,16332800,4855200,8140500,8744600,1061500,2574400,2786100,24709700,4835900,1072000,924300,3164600,947200,2674200,1492300,88860600,1658700,8778200,41600,11036400,2758700,591300,3442500,7824600,60872700,12387200,1334500,7889700
12/16/2003,7501100,490000,17192800,5191900,7330600,9446800,679500,2045700,2698800,16733300,3534900,895800,799900,3629200,786200,3169200,729900,73978000,2082900,9431800,51600,12630300,2845500,496300,2578600,5938500,56367000,10641600,1051500,7056800
12/17/2003,6052900,620000,11163200,4797700,7282300,8430000,876400,4161900,1521600,16365300,4576200,2224300,664000,4086700,784400,4942200,1293800,53712300,1853400,6468600,52600,9428900,5534600,533700,2362400,4612900,57924100,7847100,4075900,6347100
12/18/2003,6873600,830000,14947200,7733600,7733000,6580000,881400,4161300,2400900,15363100,3338700,1084800,677600,5603100,864000,4559000,1124600,61177800,2521600,7783000,32600,9953200,3143500,731700,3739300,4434700,52707200,9461900,7426800,4722100
12/19/2003,7090500,755000,14125000,8645600,12023200,14301600,1420500,3142500,1607400,14488100,3740900,1652900,1052000,5135600,1024000,3737200,924900,76856400,2456700,13053400,60200,16135100,5971500,896700,5827100,9114300,55145700,12128400,2322900,3813500
12/22/2003,4332100,610000,9522400,4296900,8872000,6117400,741400,1749700,2008800,11428700,4313500,1300200,571000,3618000,1400200,2743800,847400,43894800,1827900,4784000,34300,9432000,2771000,551400,2859400,7836100,33894800,7724500,1387300,3288700
12/23/2003,3677000,535000,7370200,3571100,7058300,5548000,921600,1705000,2251200,9912100,2452300,1248300,414300,2257200,872800,1709600,586400,39609000,1240100,5391000,33200,6813200,2127200,876500,2761300,5654100,37282300,8099500,1483000,3601300
12/24/2003,1760500,215000,3341400,1745200,2007000,2174800,426500,538600,634500,3627900,843700,298600,209500,985900,267000,4997200,633400,19924200,657900,1997200,13000,4408200,1341300,239000,742000,4251100,15596500,2983100,566000,2576100
12/26/2003,1408500,130000,2147400,1021700,1347300,1783600,243700,287500,560100,3119300,1343200,453600,177600,887100,184400,1841800,240300,12076900,388300,1030400,17700,2436000,502900,197900,661100,2650600,11868800,1279600,363600,1012200
12/29/2003,4033900,445000,7101400,4725500,5532000,5795000,696000,1341500,2895600,7835600,2792700,1666100,584900,2480400,773800,3758400,622300,40426700,2415200,4834400,42100,8173700,1873300,842700,2033600,4672400,36514900,6589200,1559500,3428900
12/30/2003,4003400,405000,7118600,2810800,5358700,5547600,649100,1170200,3687300,6140200,2982100,1793500,633600,1768300,1359200,2456200,605800,34406600,2015100,4461400,15500,4995500,4884800,527900,1762000,4090800,31563100,5881800,2497000,3297000
12/31/2003,4726900,590000,6974600,3048200,6141100,6413000,620600,1441600,2025600,6764200,2465600,792500,687000,2877800,769400,2081400,931900,42198900,1675200,4473800,17500,5012400,2432900,1207900,3234200,4741200,32092800,5580900,3188500,2568600
1/2/2004,5327800,650000,7210200,3041500,9280500,8243200,1051400,1459400,1715400,8793900,2603100,1036000,928200,3042300,848200,2742600,804600,44487700,1581100,5544600,85500,7177600,3146700,544900,2839400,6756000,37343200,6463600,1398300,2631800
1/5/2004,5276300,605000,9740200,4229400,9715400,8846000,1954500,2627500,3405300,13451400,3968300,835900,1837400,4817700,1405400,4821800,755300,67333700,1851600,6723600,101900,11405100,4115500,910300,5234500,10508600,42611900,8433800,3520700,6555300
1/6/2004,4380000,665000,8223200,4138900,21209800,8381600,1702600,2935700,2151900,13314500,3124300,1025600,669200,4077800,1065800,6572600,749000,46950800,1498000,5560800,101500,8845200,2515800,618700,4921000,9587900,38007600,7298000,3129300,5080300
1/7/2004,4927600,710000,10242800,4480600,14472600,10670600,1969400,5963500,3050100,12228900,3467100,1800600,1221300,4457800,1775400,7934800,919500,54298200,2451700,7057000,77800,9236900,4219200,739200,4231600,9880700,63665000,7279200,3475500,3389100
1/8/2004,6179800,570000,9070800,6395400,11834300,11367000,1010800,3742700,3618300,13433600,4973100,2450800,703200,3687800,2285600,3325000,711000,58810800,2050200,9246200,62400,10918400,3114600,388900,7320400,9703000,50596000,6464900,3543200,6064300
1/9/2004,7930900,590000,13127800,4529000,10569000,6712000,1411800,2568600,1559400,11081500,6193300,1750000,621700,3297300,1312600,2210400,705100,67079900,1737900,9342200,41900,8280000,4080900,970500,4026600,7512200,56841100,6427300,3394100,4755200
1/12/2004,5130400,690000,9204400,5739700,7044400,8059400,1717100,1361300,1928700,8949500,3195400,2173800,1161900,2844700,1614800,3169800,628500,55845200,2388000,8234000,78000,10170700,2449200,1625600,3736800,6523900,50664500,10459500,4607500,3958700
1/13/2004,8842500,465000,8906000,4184500,7205200,12016400,3926800,2136200,2643000,8477100,2092200,1787900,1175400,3257500,1332400,3565200,782700,51555900,2137400,6653600,44200,8871800,2383600,1144800,5497600,11992800,68191900,7402800,3985700,5295400
1/14/2004,5505100,485000,7565200,6077200,8672300,10535800,3436600,2440900,4113300,7812600,4511500,1471300,673600,4243200,1129800,2178000,978900,43907000,1638200,6104200,406800,9344700,2968000,419400,4808400,13034800,75452000,6410600,1221900,3304400
1/15/2004,19812000,385000,9990200,7942600,50329900,15305000,2002400,3504400,2558100,10128000,3555100,1405000,2167700,8331000,907000,2508000,941000,58504100,1790800,5900600,101900,9006100,2353500,877500,6278900,9030300,82565000,7112400,1339800,4104400
1/16/2004,9302000,550000,8282800,5478800,18767200,9213200,1516000,2120100,3822900,9719600,3188300,1724700,902600,6035000,1227800,4903800,803900,63983400,2170400,8270600,64800,18627300,2644100,1125500,5920300,8133400,54502900,15364000,1866400,4717100
1/20/2004,9285100,750000,8777000,5506500,18914100,9566000,1002600,1801000,3653400,7981500,3147400,1656400,652800,3095900,651600,2976000,880600,63068500,2274600,6735400,82000,10340800,5003600,1077800,5185600,9000300,47694300,14023400,1186400,4425900
1/21/2004,6949000,545000,7990200,6175800,20679600,7570600,990000,2887400,3390600,9061200,3172300,2119300,1466200,3296000,1084600,2805800,1614200,53570600,3588500,7182400,115700,8554800,3585400,957200,6111200,7283900,56228700,11084500,1317400,4132700
1/22/2004,4371600,980000,11138600,3897600,15683600,8899800,1108400,2444300,2723400,7656000,3359400,1282500,702200,3893900,835800,3210200,741200,78425200,2839800,5299000,167200,7968800,2591800,859300,5006700,4894200,51950200,8893500,1495700,2627700
1/23/2004,5283900,1245000,11214600,3973200,10503600,10300600,1077500,3434000,3579300,12559400,5180300,1717000,1162900,3742700,586000,1936000,750100,127259100,2684000,6215800,138200,6773100,4071200,529100,3013200,10101600,45845000,9367400,1118900,3038100
1/26/2004,6189400,1050000,8437000,6449900,12289900,8958000,1221900,3749100,2671200,9147300,3509800,1350700,1465800,4096200,683600,2325600,1067000,58299600,2408800,5901200,102000,6377700,2867500,604400,4920200,6054600,41329300,7999100,1454800,3028900
1/27/2004,5345300,945000,8519400,5712500,9141000,8306400,1345100,10858000,2402100,9527000,3375600,1014300,1101800,3231600,711000,3474200,1022100,63196200,2638700,5445000,91600,6164400,2111800,852500,30615000,4783000,51436200,8900400,1267900,5679000
1/28/2004,6549700,730000,10017800,6779100,14578500,10035800,1188400,8615700,2900100,10027500,3669700,1332400,2027300,4070300,1387200,3566400,899400,71336000,4677600,6993000,103300,11054400,3394700,1044700,7704300,7406400,61499400,8381300,1644700,5685600
1/29/2004,6642500,645000,8916600,8139700,12886900,10798200,1215600,5874500,3000600,10501300,4062400,1562900,1628400,3872500,1397400,5809600,1030400,63748400,5006100,11204200,87600,8789700,3339600,527600,5479600,15629100,84928900,7692000,1248300,5926400
1/30/2004,6137600,445000,12398200,6215100,8622300,7398200,1052800,6029100,2974500,7812000,3005000,2447100,827700,2982100,1303000,3114800,1742700,40528700,3248300,8466000,57200,5811100,2648800,372700,7774400,17266000,64192400,6592900,1006700,3293100
2/2/2004,6200000,475000,8595600,10193700,8810200,7022200,895100,5638700,4036500,11783300,2100800,1666800,914500,3416300,1565600,5021200,808400,62891800,3066000,7438400,363500,7547200,3297800,846700,4275200,9368700,65039500,7009400,1642100,3938800
2/3/2004,5604300,535000,7749600,5530200,6921800,7382400,733000,3396600,3303600,8271100,2218400,1088000,1006400,3663000,1141200,2441400,1521800,47993800,2910300,6557200,158000,7144400,3800700,959600,5228200,10141500,62375400,5047600,1140300,3907100
2/4/2004,8387500,715000,9109400,6775500,7851100,7239200,615400,5268000,2055000,11641500,3123500,1065100,1247400,3228600,1260200,4874600,652100,60648000,2669100,8633800,96100,7859100,5417700,919600,3855500,9086100,79361900,9436700,2541100,6280800
2/5/2004,5975000,450000,10215800,6159300,6487100,5446400,900900,3558800,2717100,12572400,4348600,872200,1005300,2803100,2046400,3856200,860400,55527500,2431200,6802000,54300,5996600,3405300,559500,3129500,7445400,74618700,7138300,2537200,4923300
2/6/2004,5516900,450000,10103000,7119000,7312300,5921600,747200,4208100,28281900,15102100,3996300,891300,830200,3196000,2701000,3941200,894300,47209600,2063600,6020200,56200,7356200,4877300,622400,4833000,10139200,55401000,6603100,1820600,3917600
2/9/2004,3742400,495000,11581000,6394800,6090000,5014400,750100,4272300,11888100,8420600,3072500,1110600,654200,2518600,1321800,5730400,685600,48108500,2108600,5852600,222900,5684900,3042800,624500,4809300,10452700,36540300,6071800,2427600,2863300
2/10/2004,4057500,950000,10408000,5800900,7191400,6998800,850500,3380100,6356400,9199800,4197200,901100,891900,2557900,1236400,3785200,921700,37790600,1716000,4276200,63800,7258100,2803500,808000,2709600,7386700,36344100,5686200,1562500,8157400
2/11/2004,5505700,660000,11974200,5647500,11688200,8056600,1275200,5192100,5604300,10602500,3978900,1244600,983400,7277700,1192200,6068800,1299100,51515300,3824900,5219800,78500,9489400,3146000,610400,3919100,116588700,52150100,7302400,1950200,5460500
2/12/2004,3611500,445000,6958200,4410600,8121300,8569000,651200,4835700,8118300,7976000,5448300,950700,503600,4058900,573800,3161200,1023600,44537000,3255700,4224400,30500,4933200,1798300,639200,2975600,58656400,38205500,5764400,1000200,3322600
2/13/2004,3562400,425000,8566200,3817600,6907200,6506600,1104700,2659400,5250600,7133200,2275600,1337900,531200,4110200,589800,2893400,861600,67541100,2178300,3767400,50000,6144800,1935900,757700,2794600,43279300,63292500,4994700,1260600,3076100
2/17/2004,3930400,665000,7491600,3482000,8309400,5892800,846100,2233100,3528600,7694700,2034900,993400,821800,2640300,512000,10167200,557500,43477000,1841400,4502600,61300,6118000,2101100,1468400,4165700,28662400,40220700,4818400,1068200,4309000
2/18/2004,4830300,420000,7385200,3167200,7170700,8460200,809100,1894100,4417200,7989400,1844400,543900,593300,2413600,770400,3410400,540000,50334700,1790300,5727600,65900,6156400,2962600,1076100,12329100,11731200,42232600,4725700,916300,4638200
2/19/2004,5447200,510000,9698800,3420800,14877300,9603800,1012900,1642700,4337100,20616400,2431400,668400,1240000,2114600,1315200,3014000,883100,61840600,1946400,6291000,76800,7672200,3531800,801600,5293500,9971600,60100700,8285800,918900,8791500
2/20/2004,5690200,685000,14664600,4353700,9572100,9448800,1362100,3745300,3627300,16842000,2712200,627200,765600,2800500,905000,3014400,763400,57821900,2689900,6376400,74400,7681800,3277100,1320800,4866200,13148600,70620300,7212400,1217100,5665200
2/23/2004,6629100,975000,11319600,4739400,8355200,8201000,875100,2518600,2183700,20399700,2849200,644300,1788200,2724600,775600,2478600,830300,50256800,1688000,4842000,40300,8243100,4039400,10771000,5168100,13657200,92175800,7412800,921600,3933100
2/24/2004,7008300,1265000,14578400,5325100,10757900,9742600,1276700,2492600,3452100,13778300,3059300,694100,1051900,3547500,930800,2935800,1095800,55426500,1874000,8155400,66400,11990400,3146900,2006500,6072200,15822300,68433000,12268600,1370300,4368300
2/25/2004,3362500,970000,10332400,4736700,9655500,7902600,644600,2942100,2682600,12299400,2755000,803500,759100,2810400,669800,3540600,1422900,64275700,2714800,5492200,98800,9190500,3079600,1143900,3626800,12067000,54661900,7286100,1173500,2618800
2/26/2004,3965700,585000,9824000,4329400,6612000,8698600,848200,5006500,3161400,10462900,3116500,721600,1002800,2160000,585600,3279800,739900,66602700,1661000,5511600,73900,8174400,7138600,754700,2824700,11430500,45906300,4962700,1177500,3735200
2/27/2004,4715000,550000,14180400,5364400,9295700,7829000,1123500,4218300,2556300,12633900,6118700,1007800,1452800,3598000,1317600,4668400,618400,58266500,2065600,8121800,60500,10312900,6752700,846500,4298000,9962000,58987700,4967100,1229300,5670800
3/1/2004,4454000,845000,15142800,4075700,10655400,6058800,1269400,2822400,2630400,10803900,4552100,851600,1230300,2849600,817800,3090600,755800,51912300,2338300,5822000,40200,6856800,2622000,751600,3855900,10602500,65372800,6921500,1435300,4221400
3/2/2004,4976200,590000,12598600,6116000,8802700,6699800,1192800,2181800,2651400,10771900,4672800,626400,988600,2993100,945200,2392800,1147400,66331000,1996200,8636600,99500,8727000,2843200,775100,2838700,8528400,65223700,10710000,1295700,3035300
3/3/2004,4806500,1305000,11588800,4493700,7990900,5293800,1119000,1707500,2419500,10007800,10196700,788000,768900,3033000,665800,2779200,886300,54998700,2308800,6323000,54700,5706200,2838400,654800,2549600,10618900,68249000,6706500,997300,3662400
3/4/2004,3547900,565000,8508000,5316000,9311600,6447200,1144100,2862900,1230000,11159600,5321400,738800,619000,3631900,843600,2904400,620200,44023200,1401100,4731600,63600,5845800,2423400,673200,2212600,7669300,60135800,3958000,998700,2965000
3/5/2004,3970900,1155000,22941800,7314700,16242100,7519600,1416700,3111800,2135700,9863800,4390700,905100,808500,3893200,1521800,3031600,2099600,59849800,3020200,7895600,52300,9249200,3163700,533200,3723700,8566300,118682400,7141300,1400800,4261600
3/8/2004,5084200,1490000,12211400,4797300,8789300,6900000,1063800,1375400,1497000,8077800,3024700,877500,543700,2860100,715200,2358400,1109400,69367800,3380200,5631800,64300,6794900,2552800,592200,3055400,6776600,105763200,5588400,864700,2855700
3/9/2004,6390600,1680000,12788400,3959800,9036700,5969800,1242000,1697600,1978500,9767300,3775800,831100,1041000,3070800,877400,4522800,1647200,81111700,4276000,5507800,87400,7330100,3561800,850100,5951500,8949900,92538800,6423800,1198200,2383000
3/10/2004,6536300,1125000,11676000,5537800,10364300,8683200,1714200,2052200,1982400,13751700,3617200,751700,656500,3450200,924400,5232800,2002700,75155800,3719500,18925000,51600,6455800,3745800,761300,7794500,13667900,88033100,9345100,2332400,3250900
3/11/2004,8560800,790000,18371000,7105700,11924500,10775200,1957200,3418500,3474300,14920600,3962500,1621600,1046800,3427600,920000,5397400,1323100,90536300,5204900,10989600,38000,8674800,3113400,812900,8635000,13086200,97958600,9841900,2076200,18401200
3/12/2004,6290600,750000,15979600,6053600,10815400,8047400,1630300,2320300,1931700,9203700,2374500,832000,900500,3167300,991600,4519200,796200,64137100,2778600,7387000,55200,6765300,4599100,559700,6545200,15635300,56526800,10039500,1492700,6519900
3/15/2004,6523000,645000,16688400,6754800,7970000,7935000,987000,1924200,2839800,10799900,3107400,986200,809200,3343000,903800,3070600,754200,68835300,2426500,7758600,20900,7237200,3114000,814400,4585100,11247300,54857000,7877500,1343000,4206500
3/16/2004,4627600,625000,11500800,7941000,7481600,6649600,2575600,3150300,5341500,7986000,3853200,2193600,690200,4360800,931000,3178800,621800,65453800,2652400,6721400,31100,5786400,3629000,892800,4920800,9534900,67306500,6583200,1983200,3944600
3/17/2004,4663000,810000,9687000,6156800,8745600,5768000,1987800,2067000,2789400,7981000,2834300,895300,807900,3272900,641600,3371000,693900,56241400,2543100,6045200,19900,5748500,2581800,920700,5753300,6608200,55548300,7599200,5887100,3897300
3/18/2004,4605200,280000,9101600,4875100,10219700,7002800,1445300,1808000,2073000,9070400,3905400,1404100,992100,3203800,1438400,2421400,630200,123231000,1980100,6200600,26900,8353600,2352800,716000,4859300,7416500,70686100,6196900,2303200,3610300
3/19/2004,7058700,295000,12974200,5035400,9468900,7688200,1029100,2501500,2396700,8965300,3794600,770100,862400,3018900,967400,3558400,500600,86281600,2820700,7734000,28600,7530600,2732400,570200,4410600,8135800,83734500,10158900,1539100,3133700
3/22/2004,6223500,365000,11216800,5935600,9690300,9654400,1395600,2172400,1959900,9077200,3632300,715100,1063800,4648000,987600,3118600,608200,127605200,3141600,7327200,50200,6640400,4475800,785500,4468900,8648600,73006200,9306200,1634300,3944600
3/23/2004,5065300,505000,8855600,5383400,10830000,6730200,875900,2086600,2691900,9325000,2399000,859200,972100,6971100,1002800,3654800,767200,91696300,3325200,7747400,80700,7240500,3495900,523900,6607900,7539800,70217700,6573300,1717600,3022300
3/24/2004,6210400,435000,10076200,5828000,7835100,8322600,1541200,2002100,3111600,9530300,3834700,1329500,848200,6796300,1092000,3972000,618200,97584700,2820300,6250200,55200,6452000,3381100,610600,5443300,8691300,69501200,6845700,1766300,3611800
3/25/2004,5585800,610000,8376600,5518200,8173900,6925400,1028200,1873600,2673900,11043800,2266500,1368200,670200,4840900,863400,5000400,674600,85677900,2151300,5898400,101500,7944900,2025300,932200,4737400,7136000,84754400,9804900,1915500,4670400
3/26/2004,4397700,340000,8349200,4963200,6019400,6393800,1893900,1652100,1935900,6867600,3715500,766700,495600,4545500,570800,3097800,413600,61584900,1475800,5383000,35100,6852100,3591900,478900,3302700,5351900,65644100,5767800,1570800,3151800
3/29/2004,4876300,535000,9608200,5558000,7541100,6838000,648600,1262800,1826700,8420400,1664800,1833700,592600,3612300,508400,4079200,850000,51881600,2795800,5299600,26100,5376700,2133500,552300,3513500,4739200,66249300,6578300,2161800,3537500
3/30/2004,5415700,425000,14505400,8739100,7785300,10068800,1544300,1260900,2145300,6470300,2371000,1534600,574200,3067700,526000,3173400,679800,59010400,1852400,6431600,31100,5044600,2467300,331200,3018700,4771500,62191000,5754900,1471400,2837500
3/31/2004,4613500,455000,10403200,6598300,7842800,11330400,1372600,2696500,3127200,8472000,2680000,2941800,789400,2480200,1032200,2927200,715200,70533200,1199800,7500400,38400,6272500,3416500,338800,3512600,8251400,57809100,7201900,1678000,3240900
4/1/2004,4246900,755000,8979400,5640500,10295200,7028400,823600,3722900,3147000,14494400,2509800,5891900,868600,3358700,1894600,2902000,2054700,69051900,1506500,6393800,305900,5471600,2315900,439700,3145200,8350400,55051700,6380700,1815700,4986000
4/2/2004,5894500,505000,9452800,5736500,12806900,10338000,1376600,2821600,3197100,10625100,2631200,2789300,1459100,3951700,1979800,5117800,1479700,98043800,1919000,5788200,199900,12430300,3273200,706100,4838400,9080700,78672000,7411400,1470500,3257200
4/5/2004,3936000,615000,9491000,3745800,10003200,9280800,1628500,2541900,17910000,8421400,2203500,3187700,961900,2880900,2470000,2966200,751900,53800300,1933700,5795800,187500,6466300,2391800,446600,3123500,8187800,47534500,7122000,1379300,2577000
4/6/2004,3860100,535000,9925800,3127400,7845200,6654200,1102600,1604600,4963200,6902200,2461900,3068400,539200,2920000,1134000,5991400,545900,48992000,1273900,4630400,82300,5716000,1925000,915700,2963000,6810800,70147800,5042500,1499000,2061000
4/7/2004,4537300,335000,11291200,4161400,7224700,8556000,555900,1694100,5621700,10385200,4088100,4511300,499900,2307100,911400,5605800,554200,63268900,1418200,6257000,82800,7767000,2845300,592000,3353300,6403300,72680200,6221500,1222600,3185800
4/8/2004,3868000,450000,8024800,4327000,4961800,5838800,909200,1933700,5232900,14725900,5281100,4825100,607600,3014400,1224000,3817800,663200,45294600,1234800,4189400,78800,9025200,2152000,351400,2306400,4120400,71791400,8022200,2577200,4707400
4/12/2004,3112600,700000,9983600,2455500,4989800,6158200,1294400,1702500,2466300,7161800,2010000,3496100,436600,1771200,618800,3675000,643400,38786800,1141300,4611600,54600,3910700,1606200,233700,1325500,6510600,51016700,5346000,954200,2405900
4/13/2004,5013600,725000,12863000,5104400,11592300,13803400,3268200,3229600,3455700,13147900,3828100,3191700,806400,3977600,1662000,3154800,1023900,56971500,2238800,7595600,46500,8008400,2586000,661500,3510000,10035700,83164700,10773300,1169900,3224300
4/14/2004,5316300,730000,8876400,7895100,12978200,15814400,4198700,2918400,4184400,10070200,3335900,3275400,1371600,5584300,1875600,3140800,1016100,61079600,1919200,7354800,41300,6885600,1666800,670800,3193500,9546300,79211500,9254300,1112600,5383700
4/15/2004,6844200,690000,8750000,8332200,15835000,11567600,3329600,3427400,6183300,8682600,2825400,3354300,1764200,3763400,1247400,3101000,1173400,73756900,2078000,5313000,35000,6164600,1516200,682700,4098200,7704400,90498900,19346800,1023800,3675100
4/16/2004,11118000,715000,10517000,6154600,9741200,13420600,1636900,2620400,4140600,8850200,3071300,3631200,1269900,3314300,1960200,3261400,602200,51768600,1680300,5455600,67400,7030600,2625100,917600,4137900,11856800,63905000,11372700,1263900,3404700
4/19/2004,4159400,360000,17597800,3832900,7395300,7029800,1124000,1807700,3872100,7265800,2295000,2163300,765700,2497200,786800,1891000,399400,44592100,1460400,5014000,57200,4980300,1312800,594000,2512900,5867800,51522500,7614800,877500,2606800
4/20/2004,4260200,495000,9239600,5814200,9028300,11589400,1109100,1745100,3378900,8164300,2430400,2897900,1183400,2761100,1671400,2282000,508600,59902600,1401900,4959600,89400,4915800,2292100,535000,4013200,8467500,50610200,7574100,767500,2791900
4/21/2004,4623400,420000,14946400,5087600,18611600,10267000,1821300,5135600,3502200,6540600,2884900,2664000,1544900,4035800,1531600,3617400,586600,49252000,2131400,7359800,131100,6626300,2137500,862000,5752300,8370900,61959800,7676200,915400,2812800
4/22/2004,7988000,655000,18415600,9427200,14094200,9568800,2113800,6157200,3971100,10065100,4165300,2676500,1268300,3700200,1325600,5127600,1409300,99207700,1983400,7706600,66700,6015100,3583200,1129500,3742700,7473100,65165300,7143200,1581700,3601200
4/23/2004,5063200,485000,13696000,5265200,7214500,8337600,2338100,2742600,3753900,6396600,2813200,2891200,783400,3034500,785400,6176000,627300,258269000,1479200,4196800,57800,4680400,2225600,792800,3408800,8110200,65204700,5926700,1454700,2033200
4/26/2004,4533600,525000,11161600,4247800,7071300,7256600,1556000,1702700,2971800,7017100,2339100,2339300,1018200,2243900,751200,3847000,1003800,89391000,1619200,4065400,38300,4549700,3311100,702200,3066500,9158100,56761000,5911500,1653200,2207900
4/27/2004,4768000,490000,11534200,5426100,8743600,10814000,1018000,2145600,3354900,8613100,3510200,2084100,852300,1888400,1011600,3119400,1249400,80716800,2041100,5568000,34900,5152000,2892200,2129500,2374500,9646600,53607000,8520100,1558300,2687700
4/28/2004,4706000,885000,9501200,5684100,7048500,10569000,1263100,2166600,3574200,8523400,6324500,2726900,900000,3360600,1885800,3064800,1110900,72842200,1846900,5748600,77600,5011200,6048100,971300,3082400,28449000,61432500,6545900,795000,3201700
4/29/2004,7763200,445000,10371400,6531500,10451500,8325000,1467500,3039100,3355200,8689700,2451900,6098600,1165700,3899400,1534200,3800200,916900,77787300,4200200,7064200,41400,6266500,2485400,908000,3176800,17104800,76355500,6278100,1236900,3661000
4/30/2004,5019500,365000,10971200,4817400,7720300,7787600,1935600,3481300,6643500,8538400,2984800,2102900,1456300,3462600,1323400,3974800,1534500,66172200,2724600,9758600,73300,6377800,2675700,818600,3051500,16997300,71322000,7359100,1198900,3080400
5/3/2004,6070100,890000,8053800,3590100,8119800,8294800,1785000,2847600,3853500,11194000,2976000,2704600,2067100,3267000,1926400,3227800,831500,65916200,2251000,6974400,62200,8375300,2806900,759800,4148500,9411200,61588700,7374300,914600,4259000
5/4/2004,5451800,595000,10786000,4861800,9740200,12521200,1922700,2888500,3759600,12762100,3441500,3107700,1317400,3875200,1855200,2747800,694000,55496400,2420500,6938800,82900,5134500,3223200,2461500,7329000,10831200,60991900,6534900,962900,3413900
5/5/2004,4402300,1010000,11156200,3610700,8968500,9762000,1954700,3081800,3987600,8765400,4736500,3537600,1384200,4822000,1025800,1949000,624200,51841700,1396400,5604800,64500,4653800,2519100,552600,5333300,10128800,41486800,6399200,841500,3141700
5/6/2004,4319100,1150000,9009600,4125200,7717600,7010400,942600,3411300,4359300,16024600,5389400,2354400,743900,5482900,869000,3038400,636300,62693900,1913500,6762400,62300,10876800,3401400,518300,2469900,9461600,54138700,8673000,744400,4554800
5/7/2004,5407400,1005000,10231800,5708300,11997100,12484000,1911900,3206400,4294500,13930100,4776300,2660900,1013900,5480900,1880400,3003400,1024200,68290200,3446800,8947800,40500,15928600,2263900,729100,4021400,7841700,69608900,11046000,988600,6491700
5/10/2004,6692400,1995000,13490400,6574800,21494000,11726600,2374700,2696800,5779200,14234900,4089000,3180100,1092800,6861800,1909200,7397000,733500,64621400,5008000,7718600,96400,10169800,3666900,1185100,6914200,12047000,71539700,11477400,1422000,4808800
